http://es.wikipedia.org/wiki/Anoeta	Anoeta	Anoeta es un municipio de la provincia de Guipúzcoa, situada en el valle medio del río Oria, a 20 km del mar Cantábrico, a 24 km de la capital provincia, San Sebastián y a 2 km de la capital comarcal, Tolosa. La población cuenta con buenas comunicaciones. La principal actividad económica es la industrial; existen modernas industrias de construcciones metálicas, dedicadas principalmente a la maquinaria del papel y sus complementos. Con una joven pirámide de edad dada su reciente expansión urbanística, cuenta con los principales servicios necesarios (educación, servicio médico, bancario y comercial) y está junto a importantes poblaciones (solo a 2 km de Tolosa y a 9 km de Andoain, con centros comerciales y administrativos. El municipio tiene 4,14 km² de extensión y 1.811 habitantes . El río Oria la separa del vecino municipio de Irura. Siendo una "Universidad" independiente, en 1374 decidió unirse a Tolosa, para posteriormente adquirir el Título de Villa en 1615. En el casco de este municipio destaca la Iglesia de San Juan Bautista, edificio del XVI, con remodelaciones en el XVII y XVIII, cubierto con bóvedas de crucería. Cuenta también la localidad con la Casa-Torre de Ateaga, magnífico caserío con escudo de armas. Hasta seis miembros de este caserío sirvieron en la Casa Real. En 1.888, la Infanta Eulalia pasó una temporada de descanso en esta casa durante la cual recibió la visita de la Reina María Cristina. Para realizar excursiones montañeras es recomendable el ascenso a los montes Ernio y Uzturre. En las proximidades de la localidad existe una cruz de piedra labrada donde se llevaba a los niños a aprender a andar. Sus fiestas patronales se celebran el día del Corpus Christi, también se celebran las de San Juan, el 24 de junio.
http://es.wikipedia.org/wiki/Agujero_negro	Agujero negro	Un agujero negro u hoyo negro es una región finita del espacio en cuyo interior existe una concentración de masa lo suficientemente elevada para generar un campo gravitatorio tal que ninguna partícula material, ni siquiera la luz, puede escapar de ella. Sin embargo, los agujeros negros pueden ser capaces de emitir radiación, lo cual fue conjeturado por Stephen Hawking en los años 1970. La radiación emitida por agujeros negros como Cygnus X-1 no procede sin embargo del propio agujero negro sino de su disco de acreción. La gravedad de un agujero negro, o «curvatura del espacio-tiempo», provoca una singularidad envuelta por una superficie cerrada, llamada horizonte de sucesos. Esto es previsto por las ecuaciones de campo de Einstein. El horizonte de sucesos separa la región del agujero negro del resto del universo y es la superficie límite del espacio a partir de la cual ninguna partícula puede salir, incluyendo los fotones. Dicha curvatura es estudiada por la relatividad general, la que predijo la existencia de los agujeros negros y fue su primer indicio. En los años 70, Hawking, Ellis y Penrose demostraron varios teoremas importantes sobre la ocurrencia y geometría de los agujeros negros. Previamente, en 1963, Roy Kerr había demostrado que en un espacio-tiempo de cuatro dimensiones todos los agujeros negros debían tener una geometría cuasi-esférica determinada por tres parámetros: su masa M, su carga eléctrica total e y su momento angular L. Se conjetura que en el centro de la mayoría de las galaxias, entre ellas la Vía Láctea, hay agujeros negros supermasivos. La existencia de agujeros negros está apoyada en observaciones astronómicas, en especial a través de la emisión de rayos X por estrellas binarias y galaxias activas.
http://es.wikipedia.org/wiki/Antropología	Antropología	La Antropología (del griego ἄνθρωπος anthropos, 'hombre ', y λόγος, logos, 'conocimiento') es una ciencia social que estudia al ser humano de una forma integral. Para abarcar la materia de su estudio, la Antropología recurre a herramientas y conocimientos producidos por las ciencias naturales y otras ciencias sociales. La aspiración de la disciplina antropológica es producir conocimiento sobre el ser humano en diversas esferas, pero siempre como parte de una sociedad. De esta manera, intenta abarcar tanto la evolución biológica de nuestra especie, el desarrollo y los modos de vida de pueblos que han desaparecido, las estructuras sociales de la actualidad y la diversidad de expresiones culturales y lingüísticas que caracterizan a la humanidad. Las facetas diversas del ser humano implicaron una especialización de los campos de la Antropología. Cada uno de los campos de estudio del ser humano implicó el desarrollo de disciplinas que actualmente son consideradas como ciencias independientes, aunque mantienen constante diálogo entre ellas. Se trata de la Antropología física, la Arqueología, la Lingüística y la Antropología social. Con mucha frecuencia, el término Antropología sólo se aplica a esta última, que a su vez se ha diversificado en numerosas ramas, dependiendo de la orientación teórica, la materia de su estudio o bien, como resultado de la interacción entre la Antropología social y otras disciplinas. La Antropología se constituyó como disciplina independiente durante la segunda mitad del siglo XIX. Uno de los factores que favoreció su aparición fue la difusión de la teoría de la evolución, que en el campo de los estudios sobre la sociedad dio origen al evolucionismo social, entre cuyos principales autores se encuentra Herbert Spencer. Los primeros antropólogos pensaban que así como las especies evolucionaban de organismos sencillos a otros más complejos, las sociedades y las culturas de los humanos debían seguir el mismo proceso de evolución hasta producir estructuras complejas como su propia sociedad. Varios de los antropólogos pioneros eran abogados de profesión, de modo que las cuestiones jurídicas aparecieron frecuentemente como tema central de sus obras. A esta época corresponde el descubrimiento de los sistemas de parentesco por parte de Lewis Henry Morgan. Desde el final del siglo XIX el enfoque adoptado por los primeros antropólogos fue puesto en tela de juicio por las siguientes generaciones. Después de la crítica de Franz Boas a la antropología evolucionista del siglo XIX, la mayor parte de las teorías producidas por los antropólogos de la primera generación se considera obsoleta. A partir de entonces, la Antropología vio la aparición de varias corrientes durante el siglo XIX, entre ellas la escuela culturalista de Estados Unidos al iniciar la centuria; la Etnología francesa; el funcionalismo estructural, el estructuralismo antropológico, el procesualismo o la antropología marxista. La antropología es, sobre todo, una ciencia integradora que estudia al hombre en el marco de la sociedad y cultura a las que pertenece, y, al mismo tiempo, como producto de éstas. Se la puede definir como la ciencia que se ocupa de estudiar el origen y desarrollo de toda la gama de la variabilidad humana y los modos de comportamientos sociales a través del tiempo y el espacio; es decir, del proceso biosocial de la existencia de la especie humana.
http://es.wikipedia.org/wiki/América_del_Norte	América del Norte	América del Norte o Norteamérica es un subcontinente que forma parte de América, situado en el Hemisferio Norte, y casi por completo en el Hemisferio Occidental. Limita al norte con el océano Glacial Ártico, al este con el océano Atlántico, al sureste con el mar Caribe y al sur y al oeste con el océano Pacífico. Está conectado con América del Sur por el estrecho puente territorial que representa América Central. Cubre un área de aproximadamente de 24.315.410 km², lo que representa alrededor de un 4,8% de la superficie total del planeta y un 16,5% de las tierras emergidas. En 2009 su población estimada es de más de 480 millones de habitantes. Norteamérica tenía un IDH de 0,926 para 2009.
http://es.wikipedia.org/wiki/Anarquía	Anarquía	La palabra anarquía proviene del griego ἀναρχία, anarchía (de ἄναρχος, ánarchos, prefijo ἀν, an, que significa 'no' o 'sin', y sustantivo ἀρχός, archós, que significa 'dirigente', 'soberano' o 'gobierno') y sirve para designar aquellas situaciones donde se da la ausencia de Estado o poder público volviendo inaplicable el monopolio de la fuerza sobre un territorio. A diferencia de la autarquía (uno mismo-gobierno), un concepto de filosofía moral, la anarquía se refiere a una situación del orden político. En la filosofía política la palabra anarquía es polisémica, usándose como caos político o como forma de gobierno. En materia de doctrina de relaciones internacionales se llama anarquía a la apreciación de que los Estados son autónomos frente al derecho internacional en la medida que no existe un gobierno mundial por sobre los gobiernos nacionales.
http://es.wikipedia.org/wiki/Asia	Asia	Asia o continente asiático es el continente más extenso y poblado de la Tierra que, con cerca de 44 millones de km², supone el 8,70% del total de la superficie terrestre y el 29,45% de las tierras emergidas y, con 4.200.000.000 de habitantes, el 60% de la población mundial. Se extiende sobre la mitad oriental del hemisferio Norte, desde el océano Glacial Ártico, al norte, hasta el océano Índico, al sur. Limita, al oeste, con los montes Urales, y al este, con el océano Pacífico. En la división convencional de continentes, de origen europeo, Asia y Europa aparecen como dos entidades diferentes por razones culturales e históricas. En términos geográficos, forman en realidad un único continente, llamado Eurasia. Además, África está unida a Eurasia por el canal de Suez por lo que también se puede considerar toda la extensión conjunta de Europa, Asia y África como un único supercontinente, ocasionalmente denominado Eurafrasia, o Afro-eurasia.
http://es.wikipedia.org/wiki/Año	Año	Un año o año terrestre o año sideral se refiere al tiempo orbital del planeta Tierra, o sea al tiempo que tarda dicho planeta en dar una vuelta completa alrededor del Sol. El término año también se usa para referirse al periodo orbital de cualquier planeta y, por extensión, se aplica a otros ciclos orbitales. La sencillez de esta definición oculta la complejidad de su cómputo. Se consideran diversos "años" según la referencia elegida para determinar su duración: El año es sideral o año sidéreo: Tiempo que trascurre entre dos pasos consecutivos de la Tierra por un mismo punto de su órbita. Generalmente usado por los astrónomos, es la medida más exacta de un año. Referencia: las estrellas. Duración: 365,256 363 004 días siderales, o 365,242 190 402 días solares medios, 365 días 6 horas 9 minutos 9,76 segundos, es decir, un día solar medio menos. El año trópico, año solar o año tropical: tiempo transcurrido entre dos pasos sucesivos del Sol por el equinoccio medio. En otras palabras, tiempo de Primavera a Primavera por ejemplo. Referencia: equinoccio vernal. Las civilizaciones Mesopotámica y Egipcia lograron unos valores muy aproximados al real para el año trópico, sobre todo considerando la escasez de medios de la época. Duración: 365,242 190 402 días solares medios, 365 d 5 h 48 m 45.25 s. Año de calendario: número de días completos considerados como un año a efectos civiles o religiosos. Para que se ajuste a los ciclos astronómicos, que importan fracciones de día, este cómputo de tiempo varía cada año. Civilmente se utilizan el año trópico y el año calendario, siempre con excepciones: la civilización islámica, por ejemplo, se rige por un calendario lunar.
http://es.wikipedia.org/wiki/América_del_Sur	América del Sur	América del Sur, también llamada Sudamérica o Suramérica, anteriormente conocida simplemente como América (1507–1538), es el subcontinente austral de América. Está atravesada por la línea ecuatorial en su extremo norte, quedando así con la mayor parte de su territorio comprendida dentro del Hemisferio Sur. Está situada entre el océano Atlántico y el océano Pacífico quienes delimitan los extremos Este y Oeste respectivamente, mientras que el Mar Caribe delimita por el norte y el Océano Antártico su extremo sur. Ocupa una superficie de 17,8 millones de km², lo que representa un 42% del continente americano y un 12% de las tierras emergidas, y está habitada por el 6% de la población mundial. Incluye actualmente trece países: Argentina, Bolivia, Brasil, Chile, Colombia, Ecuador, Guyana, Guyana Francesa, Paraguay, Perú, Surinam, Uruguay y Venezuela, aunque hay libros que incluyen a la nación caribeña de Trinidad y Tobago por encontrarse sobre la plataforma continental de Venezuela. Los países que bordean el Mar Caribe —Colombia, Venezuela, Guyana, Surinam y Trinidad y Tobago y también la Guayana Francesa, que es un departamento de ultramar de Francia, y Aruba, Curazao y el estado de Bonaire pertenecientes al Reino de los Países Bajos— se conocen en conjunto como el Caribe Sudamericano, mientras que Argentina, Chile, Paraguay, Uruguay y el sur de Brasil, forman el Cono Sur, una región del subcontinente que se caracteriza por los más altos estándares de calidad de vida y desarrollo en relación al resto de Latinoamérica. Colombia y Venezuela, además de estar en la región Caribe, pertenecen también junto a Bolivia, Ecuador y Perú a la zona andina y a los países de la cuenca del Amazonas, siendo,una característica que los dota de una multiculturalidad y una biodiversidad enormes, ya que, en el caso colombiano, tiene territorios en 4 de las 5 subregiones identificables del mapa sudamericano. Desde el siglo XVI hasta principios del siglo XIX la mayor parte de América del Sur estaba dividida en colonias gobernadas, mayoritariamente, por España y Portugal, seguidas por una colonia del Reino Unido, una de Francia y otra de los Países Bajos las cuales se fueron convirtiendo en repúblicas, con la excepción de la Guayana Francesa convertida en Departamento de Ultramar francés (Región Ultraperiférica europea) y las Islas Malvinas e islas vecinas. Si bien, el límite actual de América del Sur con América Central se ubica en una línea imaginaria en la selva del Darién, fue a partir de la construcción del Canal de Panamá que se empieza a asociar a este país con América Central en medios anglosajones. Finalmente en el año 1955, Panamá pasa a formar parte de América Central geográficamente, pero mantiene lazos históricos y culturales con América del Sur.
http://es.wikipedia.org/wiki/Argentina	Argentina	Argentina, oficialmente República Argentina, es un Estado soberano, organizado como república representativa y federal, situado en el extremo sureste de América del Sur. Su territorio está dividido en 23 provincias y una ciudad autónoma, Buenos Aires, capital de la nación y sede del gobierno federal. Sus 40 millones de habitantes promedian índices de desarrollo humano, renta per cápita y calidad de vida que se encuentran entre los más altos de América Latina. Según el Banco Mundial, su PIB nominal es el 25. º más importante del mundo, pero si se considera el poder adquisitivo su PIB total trasforma al país en la 20. ª economía más importante del mundo. En 2010, el país fue clasificado como nación de ingresos medianos altos o como un mercado emergente, también por el Banco Mundial. La Argentina es reconocida como una potencia regional. Por su extensión, 2 780 400 km², es el país hispanohablante más extenso del planeta, el segundo Estado más grande de América Latina, cuarto en el continente americano y, considerando solamente la superficie continental sujeta a su soberanía efectiva. Si se consideran las islas Malvinas, Georgias del Sur, Sándwich del Sur y Aurora (administradas por el Reino Unido pero de soberanía en litigio con la Argentina), más el área antártica reclamada al sur del paralelo 60° S, denominada Antártida Argentina (que incluye a las islas Orcadas del Sur y Shetland del Sur), la superficie total se elevaría a 3 761 274 km², convirtiéndose en el séptimo país más grande del mundo. Sin embargo, esta reclamación está afectada por lo establecido por el Tratado Antártico, sin que su firma constituya una renuncia. Su territorio continental americano, que abarca gran parte del Cono Sur, limita al norte con Bolivia y Paraguay, al nordeste con Brasil, al este con Uruguay y el océano Atlántico, y al sur y oeste con Chile. El 25 de mayo de 1810 se alcanzó la independencia de facto cuando fue depuesto el último virrey español que gobernó desde Buenos Aires, organizándose la Primera Junta de gobierno, y el 9 de julio de 1816 la independencia fue proclamada formalmente en San Miguel de Tucumán.
http://es.wikipedia.org/wiki/Asaph_Hall	Asaph Hall	Asaph Hall, fue un astrónomo estadounidense. Con una escasa formación académica, ya que a la muerte de su padre tuvo que trabajar como carpintero para ayudar a su madre, sus ansias de conocimiento y de estudiar el cielo le llevaron a prepararse por su propia cuenta. En 1857 entró a trabajar como ayudante del astrónomo William Cranch Bond en el Observatorio de Harvard: el sueldo que tenía era de doce dólares al mes. En 1856 contrajo matrimonio con Angeline Stickney, quien siempre le apoyó en su trabajo. Después de efectuar numerosas observaciones, aprender técnicas astronómicas y mejorar sus conocimientos, en 1863 fue nombrado director del Observatorio Naval de Washington (USNO), donde descubrió los dos satélites de Marte en agosto de 1877, Deimos y Fobos, con el gran refractor de 66 cm de dicho observatorio, obra del óptico estadounidense Alvan Clark. Antes había descubierto el período de rotación de Saturno. En 1895 ocuparía el puesto de profesor de astronomía en la Universidad Harvard. Uno de los mayores cráteres de Fobos se llama Hall en su honor; Stickney, bautizado así en honor de su esposa, es el mayor y más profundo del satélite. Tuvo cuatro hijos: Asaph Jr. , Samuel, Angel y Percival; sólo el primero continuaría la tradición familiar haciéndose astrónomo y efectuando numerosos trabajos astronómicos; publicó gran cantidad de artículos y estudios celestes.
http://es.wikipedia.org/wiki/Commodore_Amiga	Commodore Amiga	En informática, el Commodore Amiga fue un ordenador personal que debido a sus extraordinarias capacidades multimedia, cosechó grandes éxitos en la década de los años 80 y 90. Fue diseñado por Jay Glenn Miner y un reducido equipo de ingenieros pertenecientes a la empresa Didbit ubicada en Santa Clara, California. Fueron comercializados por Commodore International entre 1985 y 1994. Su módico precio de entrada y sus capacidades multimedia mucho más avanzadas que los compatibles PC y Macintosh de la época, le confirió mayor popularidad entre los amantes de los videojuegos. Su sistema operativo tiene una particularidad excepcional para la informática, consistente en ser multitarea y multimedia.
http://es.wikipedia.org/wiki/Arqueología	Arqueología	La arqueología (del griego «ἀρχαίος» archaios, viejo o antiguo, y «λόγος» logos, ciencia o estudio) es una ciencia que estudia los cambios que se producen en la sociedad, a través de restos materiales distribuidos en el espacio y contenidos en el tiempo. La mayoría de los primeros arqueólogos, que aplicaron la nueva disciplina a los estudios de los anticuarios, definieron la arqueología como el «estudio sistemático de restos materiales de la vida humana ya desaparecida». Otros arqueólogos enfatizaron aspectos psicológico-conductistas y definieron la arqueología como «la reconstrucción de la vida de los pueblos antiguos». En Estados Unidos e Inglaterra, la arqueología ha estado considerada siempre como una disciplina perteneciente a la antropología mientras que ésta se centra en el estudio de las culturas humanas, la arqueología se dedica al estudio de las manifestaciones materiales de éstas. De este modo, en tanto que las antiguas generaciones de arqueólogos estudiaban un antiguo instrumento de cerámica como un elemento cronológico que ayudaría a ponerle una fecha a la cultura que era objeto de estudio, o simplemente como un objeto con un cierto valor estético, los antropólogos verían el mismo objeto como un instrumento que les serviría para comprender el pensamiento, los valores y la cultura de quien lo fabricó. Sin embargo, en la mayoría de los países, la arqueología ha estado más unida al estudio de la historia; en un principio como ciencia auxiliar de la historia del arte, y luego de la historiografía en general. Con el paso del tiempo se ha dejado lado la tradicional visión de la arqueología como una de las ciencia auxiliar de la historia. En la actualidad, la arqueología es considerada una ciencia histórica autónoma; es decir sería una de las distintas disciplinas histórica. Su principal objetivo es el estudio de los cambios en la organización social, así como la diversidad del comportamiento humano (económico, político, ideológico) en el pasado. Esto normalmente se logra a través del estudio de restos materiales en contextos espaciales y temporales definidos. Es por este motivo que la arqueología tiene, en primer lugar, un particular interés en la definición clara de secuencias temporales (divisiones diacrónicas), que se concretan en periodos; aunque hay arqueólogos que tienden a especializarse en un periodo, también prestan atención a sucesos previos y posteriores a ese periodo; a este patrón constituye una excepción la arqueología urbana, donde no resulta posible establecer divisiones temporales o diacrónicas. En segundo lugar, la arqueología centra su atención en marcos espaciales concretos (divisiones sincrónicas) tales como «regiones» o unidades políticas, «sub-regiones» o comunidades, y «áreas locales-yacimientos» o unidades domésticas y sus restos asociados (lugares de actividad, tumbas, entre otros). A diferencia de la Historia, secuencias temporales profundas y diversidad de espacios la proveen de variadas y complementarias escalas de análisis, rasgos únicos que le permiten reconstruir y dar explicaciones acerca de los cambios sociales y la diversidad de la organización social humana. La investigación arqueológica ha estado relacionada fundamentalmente a la Prehistoria y a la Antigüedad; sin embargo, durante las últimas décadas la metodología arqueológica se ha aplicado a etapas más recientes, como la Edad Media, la Edad Moderna o el periodo industrial. En la actualidad, los arqueólogos dedican ocasionalmente su atención a materiales actuales, investigan residuos urbanos, con lo que está naciendo la denominada arqueología industrial. Véase también: Historia y teoría de la Arqueología.
http://es.wikipedia.org/wiki/Afganistán	Afganistán	Afganistán, oficialmente República Islámica de Afganistán ; dari: جمهوری اسلامی افغانستان, Jomhūrī-ye Eslā̄mī̄-ye Afghā̄nestā̄n); es un país sin salida al mar ubicado en el corazón de Asia. Considerado generalmente como parte de Asia Central, está a veces agrupado dentro de un bloque regional entre el Subcontinente Indio y el Medio Oriente, como una entidad religiosa, etno-lingüística y geográfica relacionado con la mayoría de sus vecinos. Limita con Pakistán al sur y al este, con Irán al oeste, con Turkmenistán, Uzbekistán, y Tayikistán al norte, y con la República Popular China al noreste a través del corredor de Wakhan. En los últimos años las guerras y los conflictos se han sucedido en el país. En 1978 tuvo lugar la Revolución de Saur, pero el fuerte hostigamiento de los fundamentalistas islámicos provocó la intervención del Ejército Rojo en apoyo del gobierno, mientras la guerrilla recibía el apoyo de Estados Unidos, Arabia Saudita, Pakistán y otras naciones musulmanas. En 1989 se retiraron los soviéticos pero la guerra civil prosiguió. En 1996 los talibanes impusieron su régimen basado en la Sharia. En 2001 los Estados Unidos, ayudados por una coalición internacional, como reacción a los atentados del 11 de septiembre de 2001 en Nueva York, y respondiendo a una política de persecución del grupo Al Qaeda en la región por parte del gobierno estadounidense, derribaron al gobierno talibán, autorizando a través del Consejo de Seguridad de Naciones Unidas la creación de una fuerza internacional para ayudar al régimen del Presidente Hamid Karzai; pero no han conseguido estabilizar el país, que se encuentra inmerso en una guerra constante.
http://es.wikipedia.org/wiki/Francesc_Aguilar_Villalonga	Francesc Aguilar Villalonga	Francesc Aguilar Villalonga es un pintor, dibujante y comentarista de arte español.
http://es.wikipedia.org/wiki/Sapindaceae	Sapindaceae	Sapindaceae, las Sapindáceas, son una familia de plantas perteneciente al orden Sapindales. Hay alrededor de 140-150 géneros con 1400-2000 especies nativas de países cálidos. Entre otros géneros, pertenecen a ella los arces y los castaños de Indias.
